Electoral_District_Number,Province,2015_Bloc-Québécois,2015_Conservative,2015_Green-Party,2015_Liberal,2015_NDP-New-Democratic-Party,2015_Other,2015_Vote_Total,2015_Position_1,2015_Position_2,2015_Position_3,2015_Position_4,2015_Position_5,2015_Position_6,2015_Number_of_Polling_Stations,2015_Number_of_Electors,2015_Percent_Liberal,2015_Percent_Bloc-Québécois,2015_Percent_Conservative,2015_Percent_Green-Party,2015_Percent_NDP-New-Democratic-Party,2015_Percent_Other,2015_Voter_Participation
48026,Alberta,0.0,32321.0,1461.0,10532.0,11674.0,955.0,56943.0,Conservative,NDP-New-Democratic-Party,Liberal,Green-Party,Other,,243,84335,0.18495688671127267,0.0,0.5676026904097079,0.025657236183551972,0.2050120295734331,0.016771157122034315,0.6752000948597854
48027,Alberta,0.0,34849.0,1319.0,9085.0,4897.0,500.0,50650.0,Conservative,Liberal,NDP-New-Democratic-Party,Green-Party,Other,,222,77892,0.17936821322803553,0.0,0.688035538005923,0.02604146100691017,0.09668311944718658,0.009871668311944718,0.6502593334360397
48028,Alberta,0.0,34342.0,1247.0,6360.0,7127.0,443.0,49519.0,Conservative,NDP-New-Democratic-Party,Liberal,Green-Party,Other,,236,77515,0.12843554999091258,0.0,0.6935115814131949,0.025182253276520124,0.14392455421151476,0.00894606110785759,0.6388311939624589
48029,Alberta,0.0,46245.0,1621.0,8356.0,5233.0,757.0,62212.0,Conservative,Liberal,NDP-New-Democratic-Party,Green-Party,Other,,238,88322,0.1343149231659487,0.0,0.7433453353050858,0.026056066353758116,0.08411560470648749,0.012168070468719861,0.704377165372161
48030,Alberta,0.0,43599.0,1773.0,9235.0,7055.0,0.0,61662.0,Conservative,Liberal,NDP-New-Democratic-Party,Green-Party,,,244,89092,0.1497680905582044,0.0,0.7070643183808505,0.02875352729395738,0.11441406376698778,0.0,0.6921160149059399
48031,Alberta,0.0,26783.0,821.0,13343.0,6609.0,11652.0,59208.0,Conservative,Liberal,Other,NDP-New-Democratic-Party,Green-Party,,226,85187,0.22535805972165923,0.0,0.4523544115660046,0.013866369409539251,0.11162342926631537,0.19679773003648154,0.6950356275018489
48032,Alberta,0.0,42642.0,1648.0,13615.0,6540.0,2241.0,66686.0,Conservative,Liberal,NDP-New-Democratic-Party,Other,Green-Party,,269,90289,0.2041657919203431,0.0,0.6394445610772875,0.024712833278349278,0.09807155924781813,0.0336052544762019,0.7385838806499131
48033,Alberta,0.0,43220.0,1875.0,9586.0,6166.0,690.0,61537.0,Conservative,Liberal,NDP-New-Democratic-Party,Green-Party,Other,,246,86994,0.15577619968474252,0.0,0.7023416806149146,0.030469473649999187,0.10019987974714399,0.0112127663031997,0.7073706232613743
48034,Alberta,0.0,37950.0,1538.0,7467.0,4753.0,817.0,52525.0,Conservative,Liberal,NDP-New-Democratic-Party,Green-Party,Other,,250,76011,0.14216087577344122,0.0,0.7225130890052356,0.029281294621608757,0.09049024274155164,0.01555449785816278,0.6910184052308218
59001,British-Columbia,0.0,23229.0,2416.0,15777.0,6593.0,109.0,48124.0,Conservative,Liberal,NDP-New-Democratic-Party,Green-Party,Other,,186,69299,0.3278405785055274,0.0,0.4826905494140138,0.05020364059512925,0.13700024935583077,0.002264982129498795,0.6944400352097433
59002,British-Columbia,0.0,14612.0,2765.0,18938.0,15537.0,628.0,52480.0,Liberal,NDP-New-Democratic-Party,Conservative,Green-Party,Other,,194,74982,0.36086128048780486,0.0,0.2784298780487805,0.05268673780487805,0.29605564024390246,0.011966463414634147,0.6999013096476487
59003,British-Columbia,0.0,12441.0,1306.0,15547.0,16094.0,499.0,45887.0,NDP-New-Democratic-Party,Liberal,Conservative,Green-Party,Other,,199,75950,0.33881055636672697,0.0,0.2711225401529845,0.028461219953363696,0.3507311438969643,0.010874539629960555,0.6041737985516787
59004,British-Columbia,0.0,19688.0,1860.0,16921.0,13879.0,1386.0,53734.0,Conservative,Liberal,NDP-New-Democratic-Party,Green-Party,Other,,231,79517,0.31490304090519966,0.0,0.36639743923772655,0.03461495514943983,0.25829084006401903,0.025793724643614842,0.6757548700277928
59005,British-Columbia,0.0,24517.0,2436.0,23059.0,11961.0,0.0,61973.0,Conservative,Liberal,NDP-New-Democratic-Party,Green-Party,,,237,87600,0.37208139028286513,0.0,0.3956077646717119,0.039307440336920914,0.19300340470850208,0.0,0.7074543378995434
59006,British-Columbia,0.0,21445.0,2386.0,17114.0,9218.0,498.0,50661.0,Conservative,Liberal,NDP-New-Democratic-Party,Green-Party,Other,,203,72874,0.3378140976293401,0.0,0.4233039221491877,0.04709737273247666,0.18195456070744753,0.009830046781547936,0.6951862118176578
59007,British-Columbia,0.0,18800.0,2195.0,24617.0,8463.0,0.0,54075.0,Liberal,Conservative,NDP-New-Democratic-Party,Green-Party,,,193,78189,0.4552380952380952,0.0,0.34766527970411465,0.04059177068885807,0.15650485436893205,0.0,0.6915934466485055
59008,British-Columbia,0.0,18083.0,2076.0,19938.0,15400.0,1014.0,56511.0,Liberal,Conservative,NDP-New-Democratic-Party,Green-Party,Other,,214,85122,0.3528162658597441,0.0,0.3199907982516678,0.03673621064925413,0.27251331599157685,0.017943409247757072,0.6638824275745401
59009,British-Columbia,0.0,19714.0,8201.0,15212.0,26582.0,140.0,69849.0,NDP-New-Democratic-Party,Conservative,Liberal,Green-Party,Other,,273,92266,0.2177840770805595,0.0,0.2822373978152873,0.11741041389282596,0.3805637875989635,0.0020043236123638134,0.7570394294756465
59010,British-Columbia,0.0,14091.0,10462.0,14685.0,22200.0,340.0,61778.0,NDP-New-Democratic-Party,Liberal,Conservative,Green-Party,Other,,232,81888,0.23770597947489397,0.0,0.2280909061478196,0.16934831169672052,0.3593512253553045,0.00550357732526142,0.7544206721375537
59011,British-Columbia,0.0,18255.0,1768.0,27355.0,8311.0,0.0,55689.0,Liberal,Conservative,NDP-New-Democratic-Party,Green-Party,,,214,75044,0.4912101133078346,0.0,0.3278026181112967,0.031747741923898794,0.14923952665696996,0.0,0.7420846436757103
59012,British-Columbia,0.0,14275.0,1154.0,22871.0,10463.0,0.0,48763.0,Liberal,Conservative,NDP-New-Democratic-Party,Green-Party,,,208,75150,0.46902364497672416,0.0,0.2927424481676681,0.02366548407604126,0.21456842277956648,0.0,0.6488755821689953
59013,British-Columbia,0.0,24595.0,2489.0,21215.0,21466.0,0.0,69765.0,Conservative,NDP-New-Democratic-Party,Liberal,Green-Party,,,286,95347,0.30409230989751307,0.0,0.3525406722568623,0.03567691535870422,0.30769010248692036,0.0,0.7316958058460151
59014,British-Columbia,0.0,25502.0,0.0,29614.0,9039.0,0.0,64155.0,Liberal,Conservative,NDP-New-Democratic-Party,,,,237,91131,0.46160081053698077,0.0,0.39750604005923157,0.0,0.1408931494037877,0.0,0.7039865687855944
59015,British-Columbia,0.0,23247.0,4115.0,12315.0,23529.0,0.0,63206.0,NDP-New-Democratic-Party,Conservative,Liberal,Green-Party,,,277,86895,0.19483909755402967,0.0,0.3677973610100307,0.06510457867923931,0.37225896275670034,0.0,0.7273836239139191
59016,British-Columbia,0.0,27333.0,2644.0,21894.0,7490.0,535.0,59896.0,Conservative,Liberal,NDP-New-Democratic-Party,Green-Party,Other,,216,83065,0.36553359155870174,0.0,0.45634099105115533,0.04414318151462535,0.1250500868171497,0.008932149058367837,0.7210738578221875
59017,British-Columbia,0.0,15587.0,2293.0,16625.0,9174.0,972.0,44651.0,Liberal,Conservative,NDP-New-Democratic-Party,Green-Party,Other,,197,63744,0.37233208662739914,0.0,0.34908512687285836,0.0513538330608497,0.20546012407336903,0.02176882936552373,0.7004737700803213
59018,British-Columbia,0.0,16637.0,14074.0,16753.0,23651.0,126.0,71241.0,NDP-New-Democratic-Party,Liberal,Conservative,Green-Party,Other,,259,95200,0.23515952892295167,0.0,0.2335312530705633,0.19755477884925815,0.331985794696874,0.0017686444603528867,0.7483298319327731
59019,British-Columbia,0.0,10512.0,2487.0,15253.0,22876.0,1514.0,52642.0,NDP-New-Democratic-Party,Liberal,Conservative,Green-Party,Other,,199,80394,0.2897496295733445,0.0,0.19968846168458645,0.047243645758139885,0.4345579575244102,0.028760305459519016,0.654800109460905
59020,British-Columbia,0.0,27490.0,3608.0,20949.0,17907.0,0.0,69954.0,Conservative,Liberal,NDP-New-Democratic-Party,Green-Party,,,284,97554,0.29946822197444034,0.0,0.3929725248020127,0.0515767504360008,0.2559825027875461,0.0,0.7170797712036411
59021,British-Columbia,0.0,17301.0,5350.0,36458.0,5015.0,230.0,64354.0,Liberal,Conservative,Green-Party,NDP-New-Democratic-Party,Other,,210,85219,0.5665226714734127,0.0,0.268841097678466,0.0831339155297262,0.07792833390309849,0.0035739814152966403,0.7551602342200683
59022,British-Columbia,0.0,16373.0,2202.0,17673.0,15450.0,452.0,52150.0,Liberal,Conservative,NDP-New-Democratic-Party,Green-Party,Other,,190,72635,0.33888782358581016,0.0,0.31395973154362417,0.04222435282837968,0.2962607861936721,0.008667305848513902,0.7179734287877745
59023,British-Columbia,0.0,16112.0,1878.0,16888.0,19706.0,83.0,54667.0,NDP-New-Democratic-Party,Liberal,Conservative,Green-Party,Other,,213,79555,0.30892494557960015,0.0,0.2947299101834745,0.034353449064334976,0.36047341174748937,0.0015182834251010664,0.6871598265351015
59024,British-Columbia,0.0,27237.0,2672.0,12913.0,8014.0,1023.0,51859.0,Conservative,Liberal,NDP-New-Democratic-Party,Green-Party,Other,,236,78250,0.24900210185310168,0.0,0.5252125956921653,0.051524325575117144,0.154534410613394,0.019726566266221872,0.6627348242811502
59025,British-Columbia,0.0,17622.0,1152.0,16486.0,4602.0,0.0,39862.0,Conservative,Liberal,NDP-New-Democratic-Party,Green-Party,,,192,69678,0.4135768400983393,0.0,0.4420751592995836,0.028899703978726606,0.11544829662335056,0.0,0.5720887511122592
59026,British-Columbia,0.0,11912.0,13575.0,18622.0,23836.0,136.0,68081.0,NDP-New-Democratic-Party,Liberal,Green-Party,Conservative,Other,,230,91056,0.27352712210455193,0.0,0.17496805276068214,0.1993948385011971,0.3501123661520835,0.0019976204814852894,0.7476827446845897
59027,British-Columbia,0.0,13260.0,37070.0,11380.0,6181.0,249.0,68140.0,Green-Party,Conservative,Liberal,NDP-New-Democratic-Party,Other,,241,86863,0.1670090989140006,0.0,0.1945993542706193,0.5440270032286469,0.0907103023187555,0.003654241267977693,0.7844536799327677
59028,British-Columbia,0.0,10936.0,1605.0,8257.0,22531.0,780.0,44109.0,NDP-New-Democratic-Party,Conservative,Liberal,Green-Party,Other,,233,64846,0.18719535695663017,0.0,0.24793126119386066,0.03638713187784806,0.510802784012333,0.01768346595932803,0.68021157820066
59029,British-Columbia,0.0,19871.0,2792.0,18732.0,24823.0,376.0,66594.0,NDP-New-Democratic-Party,Conservative,Liberal,Green-Party,Other,,280,91999,0.2812866023966123,0.0,0.2983902453674505,0.041925699011922994,0.37275129891581826,0.005646154308195934,0.7238556940836314
59030,British-Columbia,0.0,24934.0,1938.0,23495.0,5895.0,369.0,56631.0,Conservative,Liberal,NDP-New-Democratic-Party,Green-Party,Other,,210,76833,0.41487877664176864,0.0,0.44028888771167735,0.03422153943952959,0.10409493033850718,0.006515865868517243,0.737066104408262
59031,British-Columbia,0.0,16630.0,1587.0,19486.0,5248.0,274.0,43225.0,Liberal,Conservative,NDP-New-Democratic-Party,Green-Party,Other,,189,72225,0.45080393290919607,0.0,0.38473105841526894,0.036714864083285136,0.12141122035858878,0.006338924233661076,0.5984769816545518
59032,British-Columbia,0.0,8556.0,1493.0,19471.0,12992.0,686.0,43198.0,Liberal,NDP-New-Democratic-Party,Conservative,Green-Party,Other,,178,71966,0.4507384601138942,0.0,0.19806472521876012,0.03456178526783647,0.3007546645678041,0.01588036483170517,0.6002556762915822
59033,British-Columbia,0.0,6978.0,975.0,24869.0,11602.0,0.0,44424.0,Liberal,NDP-New-Democratic-Party,Conservative,Green-Party,,,166,65954,0.5598100126057987,0.0,0.15707725553754728,0.021947595894111292,0.26116513596254276,0.0,0.6735603602510841
59034,British-Columbia,0.0,9818.0,3370.0,32554.0,11618.0,688.0,58048.0,Liberal,NDP-New-Democratic-Party,Conservative,Green-Party,Other,,231,88470,0.5608117420066152,0.0,0.1691358875413451,0.05805540242557883,0.20014470782800442,0.011852260198456449,0.6561320221544026
59035,British-Columbia,0.0,6322.0,5395.0,16532.0,29316.0,1143.0,58708.0,NDP-New-Democratic-Party,Liberal,Conservative,Green-Party,Other,,230,89324,0.2815970566192001,0.0,0.10768549431082647,0.09189548272807795,0.4993527287592832,0.01946923758261225,0.6572477721552998
59036,British-Columbia,0.0,14028.0,1691.0,23643.0,14462.0,0.0,53824.0,Liberal,NDP-New-Democratic-Party,Conservative,Green-Party,,,207,80488,0.4392650118906064,0.0,0.2606272294887039,0.03141721165279429,0.26869054696789535,0.0,0.6687208031010834
59037,British-Columbia,0.0,15840.0,4940.0,15416.0,24340.0,0.0,60536.0,NDP-New-Democratic-Party,Conservative,Liberal,Green-Party,,,282,81377,0.2546583850931677,0.0,0.2616624818289943,0.0816043346108101,0.40207479846702787,0.0,0.7438956953438932
59038,British-Columbia,0.0,9538.0,1476.0,12625.0,20763.0,994.0,45396.0,NDP-New-Democratic-Party,Liberal,Conservative,Green-Party,Other,,182,72438,0.27810820336593534,0.0,0.21010661732311217,0.03251387787470262,0.45737509912767643,0.02189620230857344,0.6266876501283857
59039,British-Columbia,0.0,13683.0,2229.0,31102.0,5748.0,210.0,52972.0,Liberal,Conservative,NDP-New-Democratic-Party,Green-Party,Other,,204,76038,0.5871403760477233,0.0,0.2583062750132145,0.04207883410103451,0.10851015630899342,0.0039643585290342065,0.6966516741629185
59040,British-Columbia,0.0,15115.0,1149.0,21773.0,6230.0,344.0,44611.0,Liberal,Conservative,NDP-New-Democratic-Party,Green-Party,Other,,189,70992,0.4880634821008272,0.0,0.33881778036807064,0.025755979466947614,0.13965165542130864,0.0077111026428459345,0.6283947487040793
59041,British-Columbia,0.0,8480.0,23666.0,8489.0,30397.0,863.0,71895.0,NDP-New-Democratic-Party,Green-Party,Liberal,Conservative,Other,,267,94627,0.11807497044300716,0.0,0.11794978788511024,0.32917449057653525,0.42279713471034147,0.01200361638500591,0.7597725807644753
59042,British-Columbia,0.0,17411.0,5907.0,36300.0,6554.0,286.0,66458.0,Liberal,Conservative,NDP-New-Democratic-Party,Green-Party,Other,,247,90554,0.5462096361611845,0.0,0.26198501309097477,0.08888320442986548,0.09861867645731139,0.004303469860663878,0.7339046314906023
60001,Yukon,0.0,4928.0,533.0,10887.0,3943.0,0.0,20291.0,Liberal,Conservative,NDP-New-Democratic-Party,Green-Party,,,87,26879,0.5365432950569218,0.0,0.24286629540190233,0.02626780345966192,0.19432260608151397,0.0,0.7549015960415194
61001,Northwest-Territories,0.0,3481.0,537.0,9172.0,5783.0,0.0,18973.0,Liberal,NDP-New-Democratic-Party,Conservative,Green-Party,,,93,30110,0.48342381278659147,0.0,0.18347124861645497,0.028303378485215833,0.30480156011173776,0.0,0.6301228827632016
62001,Nunavut,0.0,2956.0,182.0,5619.0,3171.0,0.0,11928.0,Liberal,NDP-New-Democratic-Party,Conservative,Green-Party,,,61,20252,0.4710764587525151,0.0,0.2478202548625084,0.015258215962441314,0.2658450704225352,0.0,0.5889788662848113
